Code,Year,Population
TUN,2003,10193798
TUN,2004,10292225
TUN,2005,10388344
TUN,2006,10483558
TUN,2007,10580395
TUN,2008,10680380
TUN,2009,10784504
TUN,2010,10895063
TUN,2011,11032528
TUN,2012,11174383
TUN,2013,11300284
TUN,2014,11428948
TUN,2015,11557779
TUN,2016,11685667
TUN,2017,11811443
TUN,2018,11933041
TUN,2019,12049314
TUR,1990,54324142
TUR,1991,55321172
TUR,1992,56302037
TUR,1993,57296008
TUR,1994,58310245
TUR,1995,59305490
TUR,1996,60293786
TUR,1997,61277426
TUR,1998,62242204
TUR,1999,63185615
TUR,2000,64113547
TUR,2001,65072018
TUR,2002,65988663
TUR,2003,66867327
TUR,2004,67785075
TUR,2005,68704715
TUR,2006,69601333
TUR,2007,70158112
TUR,2008,71051678
TUR,2009,72039206
TUR,2010,73142150
TUR,2011,74223629
TUR,2012,75175827
TUR,2013,76147624
TUR,2014,77181884
TUR,2015,78218479
TUR,2016,79277962
TUR,2017,80312698
TUR,2018,81407204
TUR,2019,82579440
TKM,1990,3720278
TKM,1991,3821782
TKM,1992,3926369
TKM,1993,4031698
TKM,1994,4133037
TKM,1995,4226623
TKM,1996,4301093
TKM,1997,4363672
TKM,1998,4431517
TKM,1999,4501079
TKM,2000,4569132
TKM,2001,4635094
TKM,2002,4698968
TKM,2003,4758988
TKM,2004,4819792
TKM,2005,4885775
TKM,2006,4954029
TKM,2007,5024894
TKM,2008,5100083
TKM,2009,5180957
TKM,2010,5267970
TKM,2011,5360811
TKM,2012,5458682
TKM,2013,5560095
TKM,2014,5663152
TKM,2015,5766431
TKM,2016,5868561
TKM,2017,5968383
TKM,2018,6065066
TKM,2019,6158420
TUV,1990,9182
TUV,1991,9354
TUV,1992,9466
TUV,1993,9517
TUV,1994,9559
TUV,1995,9585
TUV,1996,9611
TUV,1997,9630
TUV,1998,9634
TUV,1999,9640
TUV,2000,9638
TUV,2001,9621
TUV,2002,9609
TUV,2003,9668
TUV,2004,9791
TUV,2005,9912
TUV,2006,10030
TUV,2007,10149
TUV,2008,10272
TUV,2009,10408
TUV,2010,10550
TUV,2011,10700
TUV,2012,10854
TUV,2013,10918
TUV,2014,10899
TUV,2015,10877
TUV,2016,10852
TUV,2017,10828
TUV,2018,10865
TUV,2019,10956
UGA,1990,17586630
UGA,1991,18171935
UGA,1992,18801966
UGA,1993,19462958
UGA,1994,20125021
UGA,1995,20680831
UGA,1996,21249572
UGA,1997,21876935
UGA,1998,22537658
UGA,1999,23279247
UGA,2000,24020697
UGA,2001,24763325
UGA,2002,25545090
UGA,2003,26354736
UGA,2004,27146084
UGA,2005,27946588
UGA,2006,28773227
UGA,2007,29629804
UGA,2008,30509862
UGA,2009,31412520
UGA,2010,32341728
UGA,2011,33295738
UGA,2012,34273295
UGA,2013,35273570
UGA,2014,36336539
UGA,2015,37477356
UGA,2016,38748299
UGA,2017,40127085
UGA,2018,41515395
UGA,2019,42949080
UKR,1990,51891400
UKR,1991,52000500
UKR,1992,52150400
UKR,1993,52179200
UKR,1994,51921400
UKR,1995,51512800
UKR,1996,51057800
UKR,1997,50594600
UKR,1998,50144500
UKR,1999,49674000
UKR,2000,49176500
UKR,2001,48662400
UKR,2002,48202470
UKR,2003,47812949
UKR,2004,47451626
UKR,2005,47105171
UKR,2006,46787786
UKR,2007,46509355
UKR,2008,46258189
UKR,2009,46053331
UKR,2010,45870741
UKR,2011,45706086
UKR,2012,45593342
UKR,2013,45489648
UKR,2014,45272155
UKR,2015,45154036
UKR,2016,45004673
UKR,2017,44831135
UKR,2018,44622518
UKR,2019,44386203
ARE,1990,1900151
ARE,1991,2008383
ARE,1992,2116231
ARE,1993,2223284
ARE,1994,2329024
ARE,1995,2433988
ARE,1996,2572735
ARE,1997,2746119
ARE,1998,2921130
ARE,1999,3097563
ARE,2000,3275333
ARE,2001,3454198
ARE,2002,3633655
ARE,2003,3813443
ARE,2004,3993339
ARE,2005,4280993
ARE,2006,4898954
ARE,2007,5872624
ARE,2008,6988685
ARE,2009,7992644
ARE,2010,8481771
ARE,2011,8575205
ARE,2012,8664969
ARE,2013,8751847
ARE,2014,8835951
ARE,2015,8916899
ARE,2016,8994263
ARE,2017,9068296
ARE,2018,9140169
ARE,2019,9211657
GBR,1990,57247586
GBR,1991,57424897
GBR,1992,57580402
GBR,1993,57718614
GBR,1994,57865745
GBR,1995,58019030
GBR,1996,58166950
GBR,1997,58316954
GBR,1998,58487141
GBR,1999,58682466
GBR,2000,58892514
GBR,2001,59119673
GBR,2002,59370479
GBR,2003,59647577
GBR,2004,59987905
GBR,2005,60401206
GBR,2006,60846820
GBR,2007,61322463
GBR,2008,61806995
GBR,2009,62276270
GBR,2010,62766365
GBR,2011,63258810
GBR,2012,63700215
GBR,2013,64128273
GBR,2014,64602298
GBR,2015,65116219
GBR,2016,65611593
GBR,2017,66058859
GBR,2018,66460344
GBR,2019,66836327
USA,1990,249623000
USA,1991,252981000
USA,1992,256514000
USA,1993,259919000
USA,1994,263126000
USA,1995,266278000
USA,1996,269394000
USA,1997,272657000
USA,1998,275854000
USA,1999,279040000
USA,2000,282162411
USA,2001,284968955
USA,2002,287625193
USA,2003,290107933
USA,2004,292805298
USA,2005,295516599
USA,2006,298379912
USA,2007,301231207
USA,2008,304093966
USA,2009,306771529
USA,2010,309327143
USA,2011,311583481
USA,2012,313877662
USA,2013,316059947
USA,2014,318386329
USA,2015,320738994
USA,2016,323071755
USA,2017,325122128
USA,2018,326838199
USA,2019,328329953
VIR,1990,103963
VIR,1991,104807
VIR,1992,105712
VIR,1993,106578
VIR,1994,107318
VIR,1995,107818
VIR,1996,108095
VIR,1997,108357
VIR,1998,108537
VIR,1999,108599
VIR,2000,108642
VIR,2001,108549
VIR,2002,108509
VIR,2003,108505
VIR,2004,108466
VIR,2005,108453
VIR,2006,108369
VIR,2007,108337
VIR,2008,108397
VIR,2009,108404
VIR,2010,108357
VIR,2011,108290
VIR,2012,108188
VIR,2013,108041
VIR,2014,107882
VIR,2015,107712
VIR,2016,107516
VIR,2017,107281
VIR,2018,107001
VIR,2019,106669
URY,1990,3117012
URY,1991,3135374
URY,1992,3153732
URY,1993,3171747
URY,1994,3189945
URY,1995,3208300
URY,1996,3226633
URY,1997,3245069
URY,1998,3262683
URY,1999,3278963
URY,2000,3292224
URY,2001,3300939
URY,2002,3306441
URY,2003,3310202
URY,2004,3313801
URY,2005,3317665
URY,2006,3322282
URY,2007,3328651
URY,2008,3336126
URY,2009,3344156
URY,2010,3352651
URY,2011,3361637
URY,2012,3371133
URY,2013,3381180
URY,2014,3391662
URY,2015,3402818
URY,2016,3413766
URY,2017,3422200
URY,2018,3427042
URY,2019,3428409
UZB,1990,20510000
UZB,1991,20952000
UZB,1992,21449000
UZB,1993,21942000
UZB,1994,22377000
UZB,1995,22785000
UZB,1996,23225000
UZB,1997,23667000
UZB,1998,24051000
UZB,1999,24311650
UZB,2000,24650400
UZB,2001,24964450
UZB,2002,25271850
UZB,2003,25567650
UZB,2004,25864350
UZB,2005,26167000
UZB,2006,26488250
UZB,2007,26868000
UZB,2008,27302800
UZB,2009,27767400
UZB,2010,28562400
UZB,2011,29339400
UZB,2012,29774500
UZB,2013,30243200
UZB,2014,30757700
UZB,2015,31298900
UZB,2016,31847900
UZB,2017,32388600
UZB,2018,32956100
UZB,2019,33580350
VUT,1990,150882
VUT,1991,154678
VUT,1992,158577
VUT,1993,162548
VUT,1994,166560
VUT,1995,170612
VUT,1996,174714
VUT,1997,178871
VUT,1998,183088
VUT,1999,187432
VUT,2000,192074
VUT,2001,197034
VUT,2002,202125
VUT,2003,207258
VUT,2004,212422
VUT,2005,217632
VUT,2006,222923
VUT,2007,228345
VUT,2008,233952
VUT,2009,239689
VUT,2010,245453
VUT,2011,251294
VUT,2012,257313
VUT,2013,263534
VUT,2014,269927
VUT,2015,276438
VUT,2016,283218
VUT,2017,290239
VUT,2018,297298
VUT,2019,304404
VEN,1990,19750579
VEN,1991,20226214
VEN,1992,20700461
VEN,1993,21172100
VEN,1994,21640833
VEN,1995,22107286
VEN,1996,22572110
VEN,1997,23037561
VEN,1998,23503819
VEN,1999,23966960
VEN,2000,24427729
VEN,2001,24880203
VEN,2002,25330929
VEN,2003,25782029
VEN,2004,26226927
VEN,2005,26668785
VEN,2006,27102081
VEN,2007,27525097
VEN,2008,27933833
VEN,2009,28327892
VEN,2010,28715022
VEN,2011,29096159
VEN,2012,29470426
VEN,2013,29838021
VEN,2014,30193258
VEN,2015,30529716
VEN,2016,30741464
VEN,2017,30563433
VEN,2018,29825653
VEN,2019,28971683
VNM,1990,66912613
VNM,1991,68358820
VNM,1992,69788747
VNM,1993,71176405
VNM,1994,72501087
VNM,1995,73759110
VNM,1996,74946448
VNM,1997,76058603
VNM,1998,77128424
VNM,1999,78123713
VNM,2000,79001142
VNM,2001,79817777
VNM,2002,80642308
VNM,2003,81475825
VNM,2004,82311227
VNM,2005,83142095
VNM,2006,83951800
VNM,2007,84762269
VNM,2008,85597241
VNM,2009,86482923
VNM,2010,87411012
VNM,2011,88349117
VNM,2012,89301326
VNM,2013,90267739
VNM,2014,91235504
VNM,2015,92191398
VNM,2016,93126529
VNM,2017,94033048
VNM,2018,94914330
VNM,2019,95776716
YEM,1990,13375121
YEM,1991,13895851
YEM,1992,14433771
YEM,1993,14988047
YEM,1994,15553171
YEM,1995,16103339
YEM,1996,16614326
YEM,1997,17108681
YEM,1998,17608133
YEM,1999,18114552
YEM,2000,18628700
YEM,2001,19143457
YEM,2002,19660653
YEM,2003,20188799
YEM,2004,20733406
YEM,2005,21320671
YEM,2006,21966298
YEM,2007,22641538
YEM,2008,23329004
YEM,2009,24029589
YEM,2010,24743946
YEM,2011,25475610
YEM,2012,26223391
YEM,2013,26984002
YEM,2014,27753304
YEM,2015,28516545
YEM,2016,29274002
YEM,2017,30034389
YEM,2018,30790513
YEM,2019,31546691
ZMB,1990,7686401
ZMB,1991,7880466
ZMB,1992,8074337
ZMB,1993,8270917
ZMB,1994,8474216
ZMB,1995,8684135
ZMB,1996,8902019
ZMB,1997,9133156
ZMB,1998,9372430
ZMB,1999,9621238
ZMB,2000,9891136
ZMB,2001,10191964
ZMB,2002,10508294
ZMB,2003,10837973
ZMB,2004,11188040
ZMB,2005,11564870
ZMB,2006,11971567
ZMB,2007,12402073
ZMB,2008,12852966
ZMB,2009,13318087
ZMB,2010,13792086
ZMB,2011,14265814
ZMB,2012,14744658
ZMB,2013,15234976
ZMB,2014,15737793
ZMB,2015,16248230
ZMB,2016,16767761
ZMB,2017,17298054
ZMB,2018,17835893
ZMB,2019,18380477
ZWE,1990,10113893
ZWE,1991,10377815
ZWE,1992,10641501
ZWE,1993,10794918
ZWE,1994,10858594
ZWE,1995,10994041
ZWE,1996,11178171
ZWE,1997,11362401
ZWE,1998,11548364
ZWE,1999,11716454
ZWE,2000,11834676
ZWE,2001,11910978
ZWE,2002,11984644
ZWE,2003,12075828
ZWE,2004,12160881
ZWE,2005,12224753
ZWE,2006,12330490
ZWE,2007,12450568
ZWE,2008,12550347
ZWE,2009,12679810
ZWE,2010,12839771
ZWE,2011,13025785
ZWE,2012,13265331
ZWE,2013,13555422
ZWE,2014,13855753
ZWE,2015,14154937
ZWE,2016,14452704
ZWE,2017,14751101
ZWE,2018,15052184
ZWE,2019,15354608
KOR,1990,42869283
KOR,1991,43295704
KOR,1992,43747962
KOR,1993,44194628
KOR,1994,44641540
KOR,1995,45092991
KOR,1996,45524681
KOR,1997,45953580
KOR,1998,46286503
KOR,1999,46616677
KOR,2000,47008111
KOR,2001,47370164
KOR,2002,47644736
KOR,2003,47892330
KOR,2004,48082519
KOR,2005,48184561
KOR,2006,48438292
KOR,2007,48683638
KOR,2008,49054708
KOR,2009,49307835
KOR,2010,49554112
KOR,2011,49936638
KOR,2012,50199853
KOR,2013,50428893
KOR,2014,50746659
KOR,2015,51014947
KOR,2016,51217803
KOR,2017,51361911
KOR,2018,51585058
KOR,2019,51764822
